teamName,personId,nameI,teamId,minutes,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsTotal,assists,turnovers,foulsPersonal,points,offensiveRating,defensiveRating,pace,trueShootingPercentage,usagePercentage
Charlotte Hornets,202330,G. Hayward,1610612766,36:13,11,18,4,8,2,2,4,7,3,4,28,116.5,120.5,104.04,0.742,0.256
Charlotte Hornets,1629023,P. Washington,1610612766,21:23,1,5,0,1,2,2,2,2,0,1,4,92.9,121.7,98.77,0.34,0.13
Charlotte Hornets,203469,C. Zeller,1610612766,18:57,3,6,0,2,0,1,3,0,1,1,6,105.1,127.5,100.05,0.466,0.167
Charlotte Hornets,1626179,T. Rozier,1610612766,37:31,15,23,10,16,2,4,3,2,3,5,42,111.0,117.3,104.27,0.848,0.303
Charlotte Hornets,1628984,D. Graham,1610612766,37:07,4,13,2,9,0,0,3,10,2,1,10,110.3,117.7,101.52,0.385,0.174
Charlotte Hornets,1630163,L. Ball,1610612766,15:48,0,5,0,3,0,0,1,3,3,2,0,108.6,102.9,106.33,0.0,0.216
Charlotte Hornets,1628970,M. Bridges,1610612766,22:05,3,10,0,5,0,0,6,1,0,1,6,115.7,106.0,109.77,0.3,0.179
Charlotte Hornets,202687,B. Biyombo,1610612766,24:21,5,5,0,0,1,5,4,0,2,1,11,109.4,109.4,104.48,0.764,0.161
Charlotte Hornets,1628998,C. Martin,1610612766,21:01,2,3,0,0,1,1,5,4,0,1,5,115.2,115.9,102.78,0.727,0.059
Charlotte Hornets,1629667,J. McDaniels,1610612766,5:34,1,2,0,0,0,0,1,0,1,0,2,118.2,150.0,99.16,0.5,0.25
Charlotte Hornets,1630176,V. Carey Jr.,1610612766,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charlotte Hornets,1628997,C. Martin,1610612766,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charlotte Hornets,1628370,M. Monk,1610612766,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Charlotte Hornets,1630208,N. Richards,1610612766,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,1630171,I. Okoro,1610612739,33:32,4,5,1,2,2,2,3,5,2,1,11,119.4,109.7,103.07,0.935,0.094
Cleveland Cavaliers,1626204,L. Nance Jr.,1610612739,33:34,5,9,1,1,2,2,13,8,2,4,13,110.8,111.3,103.67,0.658,0.138
Cleveland Cavaliers,203083,A. Drummond,1610612739,27:12,7,18,0,1,0,0,14,4,5,2,14,108.8,117.5,100.56,0.389,0.343
Cleveland Cavaliers,1629012,C. Sexton,1610612739,37:05,9,16,3,4,6,9,2,5,2,4,27,118.8,114.1,102.26,0.676,0.217
Cleveland Cavaliers,1629636,D. Garland,1610612739,32:33,7,13,4,8,4,4,6,6,2,3,22,118.3,111.1,105.44,0.745,0.202
Cleveland Cavaliers,1626224,C. Osman,1610612739,17:57,4,9,3,6,0,0,4,2,1,2,11,95.0,107.7,105.62,0.611,0.233
Cleveland Cavaliers,201580,J. McGee,1610612739,19:12,6,7,0,1,1,1,7,1,1,3,13,132.6,102.3,108.78,0.874,0.17
Cleveland Cavaliers,1629731,D. Wade,1610612739,15:52,3,4,1,2,0,0,0,3,2,3,7,111.4,105.7,105.85,0.875,0.158
Cleveland Cavaliers,1629685,D. Windler,1610612739,9:29,1,5,1,4,0,0,0,0,1,0,3,100.0,125.0,103.76,0.3,0.261
Cleveland Cavaliers,1628422,D. Dotson,1610612739,13:33,0,1,0,1,0,0,1,0,0,0,0,146.4,93.1,101.01,0.0,0.033
Cleveland Cavaliers,1629716,M. Bolden,1610612739,0:01,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,2880.12,0.0,1.0
Cleveland Cavaliers,1627748,T. Maker,1610612739,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,1630205,L. Stevens,1610612739,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
